id,model,backend,fixture_prompt,system_prompt,temperature,max_tokens,n,full,partial,partial_bulk,topology,decorated,none,xfail,empty,full_pct,full_ign_src_pct,sd_equiv_pct,functional_full_pct,full_emitted_pct,topo_ok_pct,recognized_pct,malformed_term,mean_latency_s,out_tok_per_s,in_tokens,out_tokens
or-kimi-k2.6-2026-verbose-strict_ports,moonshotai/kimi-k2.6,openai,verbose,strict_ports,0.0,20000,125,94,4,0,0,0,23,4,4,75.2,75.2,80.8,77.6,77.7,78.4,78.4,0,230.9,94.7,19549,406927
or-gpt-5.5-closed-short-conventions,openai/gpt-5.5,openai,short,conventions,,8000,125,107,0,0,0,1,17,0,0,85.6,85.6,85.6,85.6,85.6,85.6,86.4,0,19.3,46.3,101863,110207
or-gpt-5.5-short-formatted,openai/gpt-5.5,openai,short,formatted,,20000,125,2,0,0,0,71,52,0,0,1.6,6.4,1.6,1.6,1.6,1.6,58.4,0,49.0,48.5,5732,292668
or-gpt-5.5-closed-short-strict_ports,openai/gpt-5.5,openai,short,strict_ports,,8000,125,90,0,0,0,3,32,0,0,72.0,72.0,72.0,72.0,72.0,72.0,74.4,0,21.5,45.8,56479,122654
or-gpt-5.5-short-topology_ports,openai/gpt-5.5,openai,short,topology_ports,,20000,125,94,1,0,0,8,22,0,0,75.2,75.2,77.6,76.8,75.2,76.0,82.4,0,21.7,47.0,32482,130548
or-gpt-5.5-closed-spec-strict_ports,openai/gpt-5.5,openai,spec,strict_ports,,8000,125,119,6,0,0,0,0,0,0,95.2,95.2,100.0,95.2,95.2,100.0,100.0,0,,,0,0
or-gpt-5.5-closed-verbose-strict_ports,openai/gpt-5.5,openai,verbose,strict_ports,,8000,125,106,0,1,0,0,18,0,0,84.8,84.8,85.6,85.6,84.8,85.6,85.6,0,30.4,40.9,6433,16257
lb-phi4-short-conventions,phi4:14b,ollama,short,conventions,0.0,2000,125,0,0,0,0,0,125,0,0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,5,3.6,62.6,106005,28336
lb-phi4-short-strict_ports,phi4:14b,ollama,short,strict_ports,0.0,2000,125,4,0,0,0,2,119,0,0,3.2,4.0,3.2,3.2,3.2,3.2,4.8,5,4.1,63.6,58630,32266
lb-phi4-short-topology,phi4:14b,ollama,short,topology,0.0,2000,125,1,0,0,0,3,121,0,0,0.8,1.6,0.8,0.8,0.8,0.8,3.2,2,4.0,63.8,21880,31532
lb-phi4-short-topology_ports,phi4:14b,ollama,short,topology_ports,0.0,2000,125,1,0,0,0,4,120,0,0,0.8,1.6,0.8,0.8,0.8,0.8,4.0,3,4.2,64.0,33380,33231
lb-phi4-spec-conventions,phi4:14b,ollama,spec,conventions,0.0,2000,125,50,2,0,3,3,67,0,0,40.0,42.4,47.2,43.2,40.0,44.0,46.4,22,3.7,61.9,122232,28763
20260613-045341-phi4,phi4:14b,ollama,spec,strict_ports,0.0,2000,125,80,3,0,8,0,34,0,0,64.0,64.0,73.6,64.8,64.0,72.8,72.8,0,3.2,62.3,74857,24577
lb-phi4-spec-strict_ports,phi4:14b,ollama,spec,strict_ports,0.0,2000,125,85,3,0,8,0,29,0,0,68.0,68.0,77.6,68.8,68.0,76.8,76.8,0,3.2,62.5,74857,25197
lb-phi4-spec-topology,phi4:14b,ollama,spec,topology,0.0,2000,125,71,2,0,6,5,41,0,0,56.8,60.8,65.6,59.2,56.8,63.2,67.2,7,2.7,62.7,38107,21455
20260613-042138-phi4,phi4:14b,ollama,spec,topology_ports,0.0,2000,125,80,2,0,10,15,18,0,0,64.0,68.8,75.2,65.6,64.0,73.6,85.6,1,2.8,62.0,49607,20970
lb-phi4-spec-topology_ports,phi4:14b,ollama,spec,topology_ports,0.0,2000,125,84,3,0,10,10,18,0,0,67.2,71.2,80.8,70.4,67.2,77.6,85.6,0,2.7,62.6,49607,20932
lb-phi4-verbose-conventions,phi4:14b,ollama,verbose,conventions,0.0,2000,125,2,0,0,0,0,123,0,0,1.6,1.6,1.6,1.6,1.6,1.6,1.6,11,3.8,62.5,109433,29431
lb-phi4-verbose-strict_ports,phi4:14b,ollama,verbose,strict_ports,0.0,2000,125,3,0,0,0,0,122,0,0,2.4,2.4,2.4,2.4,2.4,2.4,2.4,10,3.9,62.8,62058,30225
or-qwen3-235b-short-conventions,qwen/qwen3-235b-a22b-2507,openai,short,conventions,0.0,2000,125,9,0,1,1,3,106,5,5,7.2,9.6,8.0,7.2,7.5,8.8,11.2,27,9.5,38.4,105938,31372
or-qwen3-235b-short-strict_ports,qwen/qwen3-235b-a22b-2507,openai,short,strict_ports,0.0,2000,125,7,0,0,0,3,115,0,0,5.6,7.2,6.4,6.4,5.6,5.6,8.0,3,6.4,39.8,58359,29941
or-qwen3-235b-spec-strict_ports,qwen/qwen3-235b-a22b-2507,openai,spec,strict_ports,0.0,2000,125,74,0,5,5,3,38,0,0,59.2,61.6,66.4,62.4,59.2,67.2,69.6,8,4.2,38.1,74666,18860
or-qwen3-235b-verbose-strict_ports,qwen/qwen3-235b-a22b-2507,openai,verbose,strict_ports,0.0,2000,125,11,0,4,0,4,106,0,0,8.8,12.0,10.4,10.4,8.8,12.0,15.2,7,6.1,36.5,62105,27126
or-qwen3.7-max-2026-short-conventions,qwen/qwen3.7-max,openai,short,conventions,0.0,8000,125,78,2,0,0,10,35,0,0,62.4,62.4,66.4,64.8,62.4,64.0,72.0,0,70.5,53.7,107498,479988
or-qwen3.7-max-2026-short-strict_ports,qwen/qwen3.7-max,openai,short,strict_ports,0.0,8000,125,82,1,0,0,4,38,0,0,65.6,65.6,68.0,67.2,65.6,66.4,69.6,0,65.1,53.7,59248,443273
or-qwen3.7-max-short-topology_ports,qwen/qwen3.7-max,openai,short,topology_ports,0.0,20000,125,65,0,0,0,24,36,0,0,52.0,52.0,53.6,53.6,52.0,52.0,71.2,0,89.9,53.8,33373,616734
or-qwen3.7-max-2026-spec-strict_ports,qwen/qwen3.7-max,openai,spec,strict_ports,0.0,8000,125,115,7,0,3,0,0,0,0,92.0,92.0,100.0,92.0,92.0,100.0,100.0,0,,,0,0
or-qwen3.7-max-2026-verbose-strict_ports,qwen/qwen3.7-max,openai,verbose,strict_ports,0.0,8000,125,99,6,0,0,0,20,0,0,79.2,79.2,86.4,81.6,79.2,84.0,84.0,2,84.3,53.0,56207,469317
or-qwen3.7-plus-2026-short-conventions,qwen/qwen3.7-plus,openai,short,conventions,0.0,8000,125,65,0,0,0,8,52,0,0,52.0,52.0,54.4,54.4,52.0,52.0,58.4,0,95.3,54.4,107498,606742
or-qwen3.7-plus-2026-short-strict_ports,qwen/qwen3.7-plus,openai,short,strict_ports,0.0,8000,125,61,1,1,0,6,55,1,1,48.8,48.8,51.2,50.4,49.2,50.4,55.2,0,94.7,54.3,55055,594417
or-qwen3.7-plus-2026-spec-strict_ports,qwen/qwen3.7-plus,openai,spec,strict_ports,0.0,8000,125,119,6,0,0,0,0,0,0,95.2,95.2,100.0,95.2,95.2,100.0,100.0,0,26.0,52.8,2835,6882
or-qwen3.7-plus-2026-verbose-strict_ports,qwen/qwen3.7-plus,openai,verbose,strict_ports,0.0,8000,125,77,6,0,0,0,42,0,0,61.6,61.6,68.8,64.0,61.6,66.4,66.4,0,99.0,54.6,62672,681916
lb-coder14b-short-conventions,qwen2.5-coder:14b,ollama,short,conventions,0.0,2000,125,0,0,0,0,2,123,0,0,0.0,0.8,0.0,0.0,0.0,0.0,1.6,5,4.5,60.7,105630,33987
lb-coder14b-short-strict_ports,qwen2.5-coder:14b,ollama,short,strict_ports,0.0,2000,125,2,0,0,0,1,122,0,0,1.6,2.4,1.6,1.6,1.6,1.6,2.4,1,3.5,61.8,58255,26881
lb-coder14b-short-topology,qwen2.5-coder:14b,ollama,short,topology,0.0,2000,125,0,0,0,0,0,125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.5,62.1,21505,27285
lb-coder14b-short-topology_ports,qwen2.5-coder:14b,ollama,short,topology_ports,0.0,2000,125,1,0,0,0,2,122,0,0,0.8,2.4,0.8,0.8,0.8,0.8,2.4,0,3.4,62.0,33005,26058
lb-coder14b-spec-conventions,qwen2.5-coder:14b,ollama,spec,conventions,0.0,2000,125,50,0,0,8,3,64,0,0,40.0,42.4,47.2,40.8,40.0,46.4,48.8,1,2.8,59.0,121870,20962
lb-coder14b-spec-strict_ports,qwen2.5-coder:14b,ollama,spec,strict_ports,0.0,2000,125,53,0,0,24,5,43,0,0,42.4,46.4,61.6,42.4,42.4,61.6,65.6,1,2.8,59.9,74495,20810
lb-coder14b-spec-topology,qwen2.5-coder:14b,ollama,spec,topology,0.0,2000,125,40,2,0,4,2,77,0,0,32.0,33.6,36.8,32.0,32.0,36.8,38.4,2,3.2,60.7,37745,24541
lb-coder14b-spec-topology_ports,qwen2.5-coder:14b,ollama,spec,topology_ports,0.0,2000,125,38,1,0,37,0,49,0,0,30.4,30.4,60.8,30.4,30.4,60.8,60.8,0,1.7,58.6,49245,12334
lb-coder14b-verbose-conventions,qwen2.5-coder:14b,ollama,verbose,conventions,0.0,2000,125,0,0,0,0,1,124,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,3,4.0,60.5,109058,29978
lb-coder14b-verbose-strict_ports,qwen2.5-coder:14b,ollama,verbose,strict_ports,0.0,2000,125,0,2,0,0,3,120,0,0,0.0,2.4,2.4,0.8,0.0,1.6,4.0,3,3.8,61.5,61683,29108
lb-coder-short-conventions,qwen2.5-coder:7b,ollama,short,conventions,0.0,2000,125,0,0,0,0,0,125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,6.8,114.7,105630,100423
lb-coder-short-strict_ports,qwen2.5-coder:7b,ollama,short,strict_ports,0.0,2000,125,3,0,0,0,0,122,0,0,2.4,2.4,2.4,2.4,2.4,2.4,2.4,16,1.8,112.5,58255,26554
lb-coder-short-topology,qwen2.5-coder:7b,ollama,short,topology,0.0,2000,125,0,0,0,0,0,125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,2.9,114.6,21505,42806
lb-coder-short-topology_ports,qwen2.5-coder:7b,ollama,short,topology_ports,0.0,2000,125,2,0,0,0,0,123,0,0,1.6,1.6,3.2,3.2,1.6,1.6,1.6,8,1.3,113.2,33005,18733
lb-coder-spec-conventions,qwen2.5-coder:7b,ollama,spec,conventions,0.0,2000,125,8,0,0,3,0,114,0,0,6.4,6.4,8.8,6.4,6.4,8.8,8.8,101,0.9,108.0,121870,12736
20260613-045341-qwen2.5-coder,qwen2.5-coder:7b,ollama,spec,strict_ports,0.0,2000,125,79,0,1,11,0,34,0,0,63.2,63.2,72.0,63.2,63.2,72.8,72.8,3,1.0,109.1,74495,13873
lb-coder-spec-strict_ports,qwen2.5-coder:7b,ollama,spec,strict_ports,0.0,2000,125,77,0,1,10,0,37,0,0,61.6,61.6,70.4,62.4,61.6,70.4,70.4,3,1.0,109.6,74495,13995
lb-coder-spec-topology,qwen2.5-coder:7b,ollama,spec,topology,0.0,2000,125,4,0,0,3,0,118,0,0,3.2,3.2,5.6,3.2,3.2,5.6,5.6,111,0.9,109.9,37745,12964
20260613-042138-qwen2.5-coder,qwen2.5-coder:7b,ollama,spec,topology_ports,0.0,2000,125,83,0,0,11,4,27,0,0,66.4,66.4,75.2,66.4,66.4,75.2,78.4,0,1.1,109.4,49245,14301
lb-coder-spec-topology_ports,qwen2.5-coder:7b,ollama,spec,topology_ports,0.0,2000,125,81,0,0,11,5,28,0,0,64.8,64.8,73.6,64.8,64.8,73.6,77.6,0,1.0,110.7,49245,14378
lb-coder-verbose-conventions,qwen2.5-coder:7b,ollama,verbose,conventions,0.0,2000,125,1,0,0,0,0,124,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,19,6.8,114.3,109058,100239
lb-coder-verbose-strict_ports,qwen2.5-coder:7b,ollama,verbose,strict_ports,0.0,2000,125,5,0,0,0,0,120,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,20,3.0,113.2,61683,43256
lb-qwen3.5-short-conventions,qwen3.5:latest,ollama,short,conventions,0.0,2000,125,1,0,0,0,0,117,7,7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,23,7.8,76.7,107748,76699
lb-qwen3.5-short-strict_ports,qwen3.5:latest,ollama,short,strict_ports,0.0,2000,125,4,0,0,1,0,117,3,3,3.2,3.2,4.0,3.2,3.3,4.0,4.0,30,6.3,74.8,59498,61291
lb-thinkfalse-qwen3.5-short-strict_ports,qwen3.5:latest,ollama,short,strict_ports,0.0,16000,125,4,0,0,1,0,117,3,3,3.2,3.2,4.0,3.2,3.3,4.0,4.0,30,17.2,73.5,59498,166048
lb-qwen3.5-short-topology,qwen3.5:latest,ollama,short,topology,0.0,2000,125,0,0,0,0,2,118,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.6,26,9.5,78.3,21998,94801
lb-qwen3.5-short-topology_ports,qwen3.5:latest,ollama,short,topology_ports,0.0,2000,125,1,0,0,0,2,120,2,2,0.8,2.4,1.6,1.6,0.8,0.8,2.4,22,7.5,77.1,33623,74719
lb-qwen3.5-spec-conventions,qwen3.5:latest,ollama,spec,conventions,0.0,2000,125,23,3,1,1,0,97,0,0,18.4,18.4,22.4,19.2,18.4,22.4,22.4,14,2.2,69.4,123986,19641
20260613-045341-qwen3.5,qwen3.5:latest,ollama,spec,strict_ports,0.0,2000,125,86,7,0,7,1,24,0,0,68.8,68.8,80.0,68.8,68.8,80.0,80.8,3,2.5,67.8,75736,22498
lb-qwen3.5-spec-strict_ports,qwen3.5:latest,ollama,spec,strict_ports,0.0,2000,125,86,7,0,7,1,24,0,0,68.8,68.8,80.0,68.8,68.8,80.0,80.8,3,2.5,68.3,75736,22498
lb-qwen3.5-spec-topology,qwen3.5:latest,ollama,spec,topology,0.0,2000,125,19,1,0,0,1,104,0,0,15.2,15.2,17.6,16.8,15.2,16.0,16.8,17,2.4,74.0,38236,22172
lb-qwen3.5-spec-topology_ports,qwen3.5:latest,ollama,spec,topology_ports,0.0,2000,125,69,3,0,8,18,27,0,0,55.2,55.2,64.8,56.0,55.2,64.0,78.4,0,1.8,70.8,49861,15900
qwen35-spec-topology_ports,qwen3.5:latest,ollama,spec,topology_ports,0.0,2000,125,69,3,0,8,18,27,0,0,55.2,55.2,64.8,56.0,55.2,64.0,78.4,0,1.8,70.9,49861,15900
lb-qwen3.5-verbose-conventions,qwen3.5:latest,ollama,verbose,conventions,0.0,2000,125,1,0,0,1,0,121,2,2,0.8,0.8,1.6,0.8,0.8,1.6,1.6,26,6.6,75.4,111172,64707
lb-qwen3.5-verbose-strict_ports,qwen3.5:latest,ollama,verbose,strict_ports,0.0,2000,125,5,0,0,0,1,117,2,2,4.0,4.0,4.0,4.0,4.1,4.0,4.8,36,7.6,74.7,62922,73543
lb-qwen3-14b-short-conventions,qwen3:14b,ollama,short,conventions,0.0,2000,125,4,0,0,0,1,120,0,0,3.2,4.0,3.2,3.2,3.2,3.2,4.0,5,3.5,57.9,106630,25643
lb-qwen3-14b-short-strict_ports,qwen3:14b,ollama,short,strict_ports,0.0,2000,125,2,0,0,0,0,123,0,0,1.6,1.6,1.6,1.6,1.6,1.6,1.6,7,3.9,59.0,59255,29144
lb-thinkfalse-qwen3-14b-short-strict_ports,qwen3:14b,ollama,short,strict_ports,0.0,16000,125,2,0,0,0,1,122,0,0,1.6,2.4,1.6,1.6,1.6,1.6,2.4,8,6.0,53.3,59255,29198
lb-qwen3-14b-short-topology,qwen3:14b,ollama,short,topology,0.0,2000,125,1,0,0,0,6,118,0,0,0.8,0.8,0.8,0.8,0.8,0.8,5.6,0,4.0,59.3,22505,29584
lb-qwen3-14b-short-topology_ports,qwen3:14b,ollama,short,topology_ports,0.0,2000,125,0,0,0,0,4,121,0,0,0.0,0.0,0.8,0.8,0.0,0.0,3.2,3,4.0,59.3,34005,29996
lb-qwen3-14b-spec-conventions,qwen3:14b,ollama,spec,conventions,0.0,2000,125,61,0,0,5,5,54,0,0,48.8,51.2,52.8,48.8,48.8,52.8,56.8,1,2.9,56.9,122870,20785
lb-qwen3-14b-spec-strict_ports,qwen3:14b,ollama,spec,strict_ports,0.0,2000,125,65,0,0,47,8,5,0,0,52.0,56.8,91.2,53.6,52.0,89.6,96.0,0,2.4,56.9,75495,16851
lb-qwen3-14b-spec-topology,qwen3:14b,ollama,spec,topology,0.0,2000,125,68,0,0,0,16,41,0,0,54.4,55.2,56.0,56.0,54.4,54.4,67.2,0,3.1,58.1,38745,22257
lb-qwen3-14b-spec-topology_ports,qwen3:14b,ollama,spec,topology_ports,0.0,2000,125,38,0,0,52,7,28,0,0,30.4,31.2,74.4,32.8,30.4,72.0,77.6,1,2.1,57.0,50245,15219
lb-qwen3-14b-verbose-conventions,qwen3:14b,ollama,verbose,conventions,0.0,2000,125,6,0,0,0,1,117,1,1,4.8,4.8,4.8,4.8,4.8,4.8,5.6,11,3.6,57.7,110058,26412
lb-qwen3-14b-verbose-strict_ports,qwen3:14b,ollama,verbose,strict_ports,0.0,2000,125,1,0,0,0,3,120,1,1,0.8,2.4,1.6,1.6,0.8,0.8,3.2,2,4.2,58.8,62683,31030
lb-qwen3-30b-short-conventions,qwen3:30b-a3b-instruct-2507-q4_K_M,ollama,short,conventions,0.0,2000,125,3,0,0,0,4,116,2,2,2.4,2.4,2.4,2.4,2.4,2.4,5.6,0,10.6,34.8,105630,45468
lb-qwen3-30b-short-strict_ports,qwen3:30b-a3b-instruct-2507-q4_K_M,ollama,short,strict_ports,0.0,2000,125,1,0,0,1,2,118,3,3,0.8,2.4,1.6,0.8,0.8,1.6,3.2,3,13.5,36.4,58255,60268
30b-short-topology,qwen3:30b-a3b-instruct-2507-q4_K_M,ollama,short,topology,0.0,2000,125,4,0,0,0,7,108,6,6,3.2,5.6,3.2,3.2,3.4,3.2,8.8,1,10.9,39.1,21505,51407
lb-qwen3-30b-short-topology,qwen3:30b-a3b-instruct-2507-q4_K_M,ollama,short,topology,0.0,2000,125,3,0,0,0,9,107,6,6,2.4,4.8,2.4,2.4,2.5,2.4,9.6,1,12.4,38.2,21505,56845
lb-qwen3-30b-short-topology_ports,qwen3:30b-a3b-instruct-2507-q4_K_M,ollama,short,topology_ports,0.0,2000,125,1,0,0,0,7,112,5,5,0.8,4.8,0.8,0.8,0.8,0.8,6.4,0,12.4,37.6,33005,56026
lb-qwen3-30b-spec-conventions,qwen3:30b-a3b-instruct-2507-q4_K_M,ollama,spec,conventions,0.0,2000,125,62,2,1,8,4,47,1,1,49.6,52.8,59.2,51.2,50.0,58.4,61.6,0,6.6,32.8,121870,27369
30b-spec-strict,qwen3:30b-a3b-instruct-2507-q4_K_M,ollama,spec,strict,0.0,2000,125,54,3,0,5,3,56,4,4,43.2,45.6,58.4,52.0,44.6,49.6,52.0,1,8.5,36.0,62995,37646
30b-spec-strict_ports,qwen3:30b-a3b-instruct-2507-q4_K_M,ollama,spec,strict_ports,0.0,2000,125,80,1,0,15,3,25,1,1,64.0,64.8,80.0,67.2,64.5,76.8,79.2,1,5.3,35.2,74495,23469
lb-qwen3-30b-spec-strict_ports,qwen3:30b-a3b-instruct-2507-q4_K_M,ollama,spec,strict_ports,0.0,2000,125,80,2,0,13,2,26,2,2,64.0,64.8,78.4,66.4,65.0,76.0,77.6,3,7.7,34.2,74495,32710
30b-spec-topology,qwen3:30b-a3b-instruct-2507-q4_K_M,ollama,spec,topology,0.0,2000,125,70,1,0,5,1,48,0,0,56.0,56.8,65.6,60.8,56.0,60.8,61.6,1,7.0,37.0,3246,2345
lb-qwen3-30b-spec-topology,qwen3:30b-a3b-instruct-2507-q4_K_M,ollama,spec,topology,0.0,2000,125,69,1,0,6,2,46,1,1,55.2,56.8,66.4,60.8,55.6,60.8,62.4,1,5.6,36.1,37745,25347
30b-spec-topology_ports,qwen3:30b-a3b-instruct-2507-q4_K_M,ollama,spec,topology_ports,0.0,2000,125,76,0,0,10,10,27,2,2,60.8,60.8,72.0,64.0,61.8,68.8,76.8,1,5.2,36.0,49245,23103
lb-qwen3-30b-spec-topology_ports,qwen3:30b-a3b-instruct-2507-q4_K_M,ollama,spec,topology_ports,0.0,2000,125,76,0,0,9,10,29,1,1,60.8,60.8,71.2,64.0,61.3,68.0,76.0,1,4.9,35.4,49245,21812
lb-qwen3-30b-verbose-conventions,qwen3:30b-a3b-instruct-2507-q4_K_M,ollama,verbose,conventions,0.0,2000,125,4,1,0,0,1,117,2,2,3.2,4.0,4.0,3.2,3.3,4.0,4.8,2,10.2,34.2,109058,43451
lb-qwen3-30b-verbose-strict_ports,qwen3:30b-a3b-instruct-2507-q4_K_M,ollama,verbose,strict_ports,0.0,2000,125,4,3,1,1,1,112,3,3,3.2,4.0,6.4,3.2,3.3,7.2,8.0,3,14.3,35.1,61683,62008
30b-verbose-topology,qwen3:30b-a3b-instruct-2507-q4_K_M,ollama,verbose,topology,0.0,2000,125,5,1,0,0,2,112,5,5,4.0,4.8,4.8,4.0,4.2,4.8,6.4,4,10.2,38.3,24933,48103
or-glm-4.5-2025-short-conventions,z-ai/glm-4.5,openai,short,conventions,0.0,20000,125,33,4,4,1,3,44,36,36,26.4,26.4,30.4,26.4,37.1,33.6,36.0,3,459.8,37.8,40334,755986
or-glm-4.5-2025-short-strict_ports,z-ai/glm-4.5,openai,short,strict_ports,0.0,20000,125,42,2,0,0,2,46,33,33,33.6,33.6,35.2,33.6,45.7,35.2,36.8,0,369.6,40.7,23556,696771
or-glm-4.5-2025-spec-strict_ports,z-ai/glm-4.5,openai,spec,strict_ports,0.0,20000,125,107,8,0,5,0,1,4,4,85.6,85.6,96.8,86.4,88.4,96.0,96.0,0,326.7,43.6,3570,84988
or-glm-4.5-2025-verbose-strict_ports,z-ai/glm-4.5,openai,verbose,strict_ports,0.0,20000,125,60,6,1,0,0,31,27,27,48.0,48.0,54.4,49.6,61.2,53.6,53.6,0,388.7,40.6,21607,595152
or-glm-5.1-2026-short-conventions,z-ai/glm-5.1,openai,short,conventions,0.0,20000,125,80,0,0,0,5,36,4,4,64.0,64.0,64.0,64.0,66.1,64.0,68.0,0,126.3,52.1,6695,63993
or-glm-5.1-short-formatted,z-ai/glm-5.1,openai,short,formatted,0.0,20000,125,0,0,0,0,67,56,2,2,0.0,18.4,0.0,0.0,0.0,0.0,53.6,2,115.0,58.7,5258,679896
or-glm-5.1-2026-short-strict_ports,z-ai/glm-5.1,openai,short,strict_ports,0.0,20000,125,78,0,0,0,1,40,6,6,62.4,62.4,64.0,64.0,65.5,62.4,63.2,0,229.0,55.1,6435,177615
or-glm-5.1-short-topology_ports,z-ai/glm-5.1,openai,short,topology_ports,0.0,20000,125,79,0,0,0,8,32,6,6,63.2,63.2,64.0,64.0,66.4,63.2,69.6,0,90.1,60.9,32133,494770
or-glm-5.1-2026-spec-strict_ports,z-ai/glm-5.1,openai,spec,strict_ports,0.0,8000,125,114,2,0,1,0,5,3,3,91.2,91.2,93.6,91.2,93.4,93.6,93.6,0,24.6,83.5,1394,3338
or-glm-5.1-2026-verbose-strict_ports,z-ai/glm-5.1,openai,verbose,strict_ports,0.0,20000,125,90,3,1,0,0,25,6,6,72.0,72.0,76.8,74.4,75.6,75.2,75.2,0,211.8,48.2,2924,68141
or-glm-5.2-short-formatted,z-ai/glm-5.2,openai,short,formatted,0.0,20000,125,0,0,0,0,66,56,3,3,0.0,19.2,0.0,0.0,0.0,0.0,52.8,2,62.7,60.3,6130,482156
or-glm-5.2-short-topology_ports,z-ai/glm-5.2,openai,short,topology_ports,0.0,20000,125,56,0,0,0,22,41,6,6,44.8,44.8,45.6,45.6,47.1,44.8,62.4,1,69.3,57.5,33005,505589
